タイムスタンプ,授業名の頭文字で選択してください,授業名を選択してください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,授業名を選択してください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,授業名を選択してください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,授業名を選択してください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,授業名を選択してください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,授業の全体感について教えてください [単位取得のしやすさ],授業の全体感について教えてください [高評価の取得のしやすさ],授業の全体感について教えてください [授業の面白さ],出欠は取りますか？,課題(リアぺ含む)・小テストはありましたか？(あったものを選択してください),課題(リアぺ含む)や小テストがある場合、その難易度や負担はどの程度でしたか？,試験の有無について教えてください,試験や期末レポートがあった場合、その難易度や負担はどの程度でしたか？,この授業の口コミやアドバイスを教えてください(自由記述)
2021/9/3 23:39,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,歴史Ⅰ,,,,,,,,,,,,,,,,伏見 岳志,,,5(しやすい、面白い),5(しやすい、面白い),5(しやすい、面白い),なし,課題(問題演習や小レポート、プレゼンテーションなど),楽,期末レポート,楽,①世界史選択で、人類誕生〜ローマらへんまでの歴史に抵抗がなければ、楽しいと思う。期末がレポートだったのもあると思うが、歴史といっても暗記は必要ない。むしろ考察力が求められる。他の人の意見と被るとたまに減点されるが、そこまで気にすることではない。
2021/9/3 23:41,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,生命現象の分子科学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,舟橋 啓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),2,1(しにくい、面白くない),なし,リアクションペーパー,楽,なし,,②動画見なくても、動画の中のスライドのところまで飛ばして課題やれば単位くる。そうやれば課題は15分くらいで毎回終わる。③ちゃんとみればA、Sくるかも？
2021/9/3 23:43,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,心理学Ⅰ,,,,,,,,,,,,,,,,,,,,,,田谷 修一郎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),4,4,なし,小テスト,楽,ペーパーテスト,楽,優しい先生
2021/9/3 23:46,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,論理学Ⅰ,,,,,,,,,,,,,,,,,,佐々木 昭則,5(しやすい、面白い),5(しやすい、面白い),5(しやすい、面白い),なし,課題(問題演習や小レポート、プレゼンテーションなど),楽,ペーパーテスト,楽,①高校数学の、数と式で、かつとまたはや対偶の考え方がわかっていれば、レジュメを読めばできる。③何週かに一回宿題がでるので、授業をためずにコツコツやり、宿題をだしていれば期末試験は簡単に感じる。やってないと、高校までの知識の貯金では全くできないのできつい。②たしか100点中90点以上でSとして評価されるが、満点が100点を超える設定だし、宿題の点数配分が高いので宿題を毎回だしてれば単位は必ず来る。
2021/9/3 23:47,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地域文化論Ⅲ,,,小針 進,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5(しやすい、面白い),5(しやすい、面白い),あり,"課題(問題演習や小レポート、プレゼンテーションなど), リアクションペーパー",普通,期末レポート,楽,韓国の政治、経済、社会、文化の特徴を歴史を踏まえながら学べます。自分で考えるための知識を多く与えてくださいます。動画を見たり新聞記事を読んだりして要約や感想を書く課題が時々出ます。課題をしっかり出せば良い成績を狙えると思います。当たり前ですが、真面目にやる学生には優しく、適当に済ませようとする学生には冷たい印象です。韓国文化に興味のある人が多く履修していました。
2021/9/3 23:50,か行,,,,,,,経済学Ⅰ,,,,,,,,,,,,武藤 功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),4,4,なし,特になし,,ペーパーテスト,普通,②毎週の授業を聞いていれば、理解はできる。授業最終回で出題範囲を教えてくれるので、それを必ず聞いて、ヤマをはること！毎年同じ問題らしいが、問題用紙まで回収されるので過去問はないと思った方が良い。④めっちゃいい人。質問したら快く答えてくれる。やたらオンキャンパスで授業したがる。具体例も出してくれてわかりやすい。
2021/9/3 23:54,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地理学Ⅰ,,,,,,,,,,,長田 進,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),5(しやすい、面白い),5(しやすい、面白い),なし,特になし,,期末レポート,楽,①工業立地論。古典的概念。興味があればふつうに楽しい。②何週か経つと動画とレジュメが削除されるうえ、レジュメの大事なところは穴埋めになっているので、定期的に動画を視聴すべき。期末レポートを書く上でこの穴埋めが役立つ。
2021/9/3 23:57,か行,,,,,,,経済学Ⅰ,,,,,,,,,,,,武藤 功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),4,4,なし,特になし,,ペーパーテスト,楽,⑥基本対面だが、対面ができない時期はパワポに音声が吹き込まれている形だった。倍速ができないので、少し時間がかかった。対面の場合レジュメない。自分でノートをとるしかないので、出欠がとられないといえど、出席すべき。
2021/9/4 0:00,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,哲学Ⅰ,,,,,,,,,,,,,田村 未希,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),5(しやすい、面白い),4,なし,リアクションペーパー,普通,期末レポート,普通,教授が優しすぎて惚れます
2021/9/4 0:00,か行,,,,,,,科学技術と現代社会,,,,小谷 真理／細田 衛士／三原 聡子／山内 慶太／山田 秀／吉村 公雄／渡辺 美智子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,なし,課題(問題演習や小レポート、プレゼンテーションなど),きつい,なし,,楽単って言われてるけどオンラインになってエグ単化したみたいです(レポート書く量が多いので)でもそれっぽいこと書いておけば単位はとれると思いますがSやAが欲しいならきついかもです、、
2021/9/4 0:01,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,心理学Ⅰ,,,,,,,,,,,,,,,,,,,,,,田谷 修一郎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),5(しやすい、面白い),5(しやすい、面白い),なし,小テスト,楽,ペーパーテスト,楽,"言わずと知れた法学部の楽単。倍率は高いが履修登録した方がいい。"
2021/9/4 0:02,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,社会学Ⅰ,,,,,,,,,,,,,,,,,澤田 唯人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),5(しやすい、面白い),5(しやすい、面白い),なし,リアクションペーパー,普通,期末レポート,楽,"授業がシンプルに面白い。先生がイケメン。イケメン社会学。"
2021/9/4 0:03,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地理学Ⅰ,,,,,,,,,,,長田 進,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,あり,特になし,,期末レポート,普通,動画視聴さえしておけばほぼ期末レポートだけで成績つきます！(レポートもそこまで難しくないです)ただ動画は2~3週間で消えちゃうので早送りでとっとと見てしまう方がいいと思います！
2021/9/4 0:04,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宗教学Ⅰ,,,,,,,,,,,,,,,,,,,志田 雅宏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),5(しやすい、面白い),4,なし,小テスト,楽,期末レポート,普通,"先生が凄い良い人感出てます。授業内容は難しいですが深い理解がなくとも期末課題はできます。"
2021/9/4 0:05,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,情報処理Ⅰ,,,,,,,,,恩田 憲一,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),4,4,なし,課題(問題演習や小レポート、プレゼンテーションなど),楽,期末レポート,普通,"時間を割いたわりには成績は美味しくない。ただ単位が欲しい人はすごくおすすめ。"
2021/9/4 0:06,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,法学Ⅰ（憲法を含む）,,,,,,,,,,,,,藤田 祥子,,,,,,5(しやすい、面白い),2,3,なし,課題(問題演習や小レポート、プレゼンテーションなど),普通,なし,,①毎週音声とレジュメが配信された。毎回の授業に関する任意課題(自分の意見を述べる系)と、3回に1回まとめ課題？(授業の内容を問われる系)がある。任意課題はまとめ課題と一緒にしか出すことができない。期末とか関係なく、淡々とこの課題。評価はまとめ課題30点満点×3回＋任意課題10点の100点満点。各課題個別のフィードバックさされないので、任意課題をどのくらい出すかは賭けのようなもの。まとめ課題の全体に向けたフィードバックは音声で配信される。⑤課題の遅延は絶対に許されない。提出期限の時間帯が特殊？なので気をつけないと出し忘れる。課題に対する細かい指示がないので、フィードバックを聞いてそれに合わせて次の課題から気をつけていく、って感じ。親切な出題はされない。単位をとるだけならできる。
2021/9/4 0:11,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,人類学Ⅰ,,,,,,,,,,,,,,,,,,,,,,,,,,河野 礼子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),5(しやすい、面白い),5(しやすい、面白い),なし,小テスト,楽,期末レポート,楽,①毎週の授業に対する小テストがある。基本選択式。記述形式もあるが、用語を答えるだけ。授業聞いてれば絶対できる。期限は1週間。受講者が100人単位かつ他の曜日にも開講しているので、助け合いをしている人もいた。小テストの答えは2週間後に配信されるので自分の評価を予想することができる。期末課題は300とか500字とかだった気がする。これはあまり重要視されてないっぽかった。出すことに意義がある系。
2021/9/4 0:13,か行,,,,,,,グローバルリーダーシップセミナー,,,,,,,,朝妻 恵里子／井本 由紀／齊藤 圭司／杉山 有紀子／ディル， ジョナサン／藤本 ゆかり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),5(しやすい、面白い),5(しやすい、面白い),あり,"課題(問題演習や小レポート、プレゼンテーションなど), リアクションペーパー",きつい,なし,,ディスカッション主体で、英語使いまくれるので英語喋れりゃ、簡単でかつ楽しくSとれます
2021/9/4 0:14,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,論理学Ⅰ,,,,,,,,,,,,,,,,,,秋吉 亮太,5(しやすい、面白い),5(しやすい、面白い),4,なし,特になし,,期末レポート,楽,普通にちょろい授業かなと。教授はとてもいい人です。
2021/9/4 0:27,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,心理学Ⅰ,,,,,,,,,,,,,,,,,,,,,,木島 伸彦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,なし,課題(問題演習や小レポート、プレゼンテーションなど),楽,ペーパーテスト,楽,①行動心理学とかかと思い履修したらただの高校倫理の発展版でガッカリ②課題をちゃんと出し（内容は簡単すぎてすぐ終わる）期末用のカンペをしっかり作れば（テストは持ち込み可）Sきます
2021/9/4 0:28,あ行,音楽Ⅰ,,,,,木内 麻理子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,なし,"課題(問題演習や小レポート、プレゼンテーションなど), 小テスト",普通,オンラインテスト,普通,オンラインテストではスライドをスクショしていれば特に困ることはなかった。自分は2回目の小レポートを出し忘れたが、Cが来た。
2021/9/4 0:29,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,論理学Ⅰ,,,,,,,,,,,,,,,,,,秋吉 亮太,3,2,3,なし,リアクションペーパー,,期末レポート,普通,①授業にハマれば面白いのだろうがハマらなかったら期末レポートがかなりキツい。⑥先輩から楽単と聞いて履修したが大変だった
2021/9/4 0:32,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地理学Ⅰ,,,,,,,,,,,長田 進,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,なし,特になし,,期末レポート,普通,①高校地理を多少掘り下げた程度、レジュメを見れば内容はある程度わかる。②期末レポート出せば単位は確実④教授の話し方が遅すぎてオンデマンドでの高速再生ができなかったらと思うとゾッとする⑥地理が好きだった者にはオススメの楽単
2021/9/4 0:34,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,歴史Ⅰ,,,,,,,,,,,,,,,,伏見 岳志,,,4,4,4,なし,課題(問題演習や小レポート、プレゼンテーションなど),普通,期末レポート,普通,200字程度の課題が毎回出されるので面倒だが、きちんとやれば単位は来ると思う。中間も期末もレポートがあるので大変だった。授業はオンデマンドながらも工夫がされていて面白かった。
2021/9/4 0:37,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,物理学Ⅰ（実験を含む）,,,,,,,,,猪谷 太輔,,,,,,,,,,4,2,2,なし,"課題(問題演習や小レポート、プレゼンテーションなど), 小テスト",きつい,なし,,①高校で物理を取ったもしくは物理基礎が好きだった文系でないとキツい②毎週の課題のレポートをちゃんと出す④質問には丁寧に答えてくれるし親切な教授だと思う⑥ただの高校物理の上位互換と舐めてかかると大火傷する。課題の負担もバカにならないし物理が好きな人だけにオススメする。ただ期末レポートも期末テストもないのは◎
2021/9/4 0:37,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地域文化論Ⅰ,,大和田 俊之,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),5(しやすい、面白い),5(しやすい、面白い),なし,小テスト,楽,ペーパーテスト,楽,ペーパーテストはほぼ過去問のまま。世界史受験者や世界史が好きな人にとっては面白い授業だと思う。毎回の小テストは選択式で、授業をしっかり聞いてスライドを見れば簡単に答えられる。
2021/9/4 0:38,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,政治学Ⅰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,松浦 淳介,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1(しにくい、面白くない),1(しにくい、面白くない),3,なし,小テスト,きつい,期末レポート,普通,そこそこ授業聞いてちゃんとレポート書いてようやくCでした
2021/9/4 0:44,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,美術Ⅰ,,,,,,細野 喜代,,,,,,,,,,,,,5(しやすい、面白い),5(しやすい、面白い),5(しやすい、面白い),あり,リアクションペーパー,楽,期末レポート,普通,先生のコメントが優しい
2021/9/4 0:49,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地理学Ⅰ,,,,,,,,,,,大島 英幹,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),5(しやすい、面白い),4,なし,課題(問題演習や小レポート、プレゼンテーションなど),楽,なし,,出席は無し。授業は6回だけで7回目以降は課題発表となる。課題発表は1人でもいいしグループでも可。自分達が発表する時以外はログインする必要無し。Sがきた。
